Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Sierra Leone,SLE,2005,39.21855084510945,36.919,4.699442008454493,35.8518518518519,88.125602722168,0.21539161,0.787280007928711,0.0,0.004622796024343,30.47571746122664,2.678996442866793,17.573064328624316,29.299777066146664,46.87284139477098,9.80228705013144,0.0062647548331365,1650494366.9987495,908.4690577370668,1612494366.9987495,9.0,18.8,10.7,23.7,26.3,28191.0,,21850000.3814697,2089999.91416931,6349999.90463257,60590000.1525879,4159999.8474121103,214919999.5994568,11.03772926,46.7,7.416658217528884,8.82970680062913,-7549999.9,0.0850215272735774,983.4,1.42681393237049,230.7172787,,,9.51253056903951,100.0,,,,,,,,889540290445.899,63000.0
Singapore,SGP,2005,25.22046444121916,100.0,2.350511288571745,100.0,0.535000026226044,61.0,0.585003104871024,0.0,0.0,336.20531038016577,0.0,225.1596677369161,195.27084518364256,420.4305129205586,0.0003111365468935,0.0,127807618360.97092,58717.21714949932,120576303773.13144,6.0,0.5,0.6,1.3,2.2,108.0,8943000.0,,,,,,,3.03367925,,4.034917600737634,41.06222988606094,12552530269.9626,8.650271627906104,0.9,4.288125842866171,148.6840834,201.3493118017328,564.0,3.42033964401003,100.0,2.14812,5576.90004,47.5236308280525,3.2,1.5819,,,436812246422.9416,5159000.0
Slovak Republic,SVK,2005,39.7018711018711,55.563,-0.259770775137602,100.0,6.30590009689331,55.19,1.49452510828654,0.0178652351410229,0.002247195182509,105.63936843536416,0.0811272668437963,72.30189346425155,75.42600212210738,147.72789558635893,0.258875922744295,0.0183122254286192,62785305310.28479,16639.394123979913,61186987936.82378,10.0,1.0,0.9,2.1,3.1,364.0,,,,,,,,6.58870029,5.5,2.351604641658959,,1014259873.05581,7.169436758104283,5.0,1.68144094629442,271.5504115,3.9148491639131455,7.0,7.52835448733838,100.0,0.49332,2022.72177,41.4860694969982,6.79,3.0224,,,40064426260.35711,2987000.0
Slovenia,SVN,2005,61.56901688182721,51.533,0.6107443294650344,100.0,14.5666999816895,46.81,1.02788176923947,0.0199659315351603,0.0,109.3315115707411,0.0199659315351603,59.81127078125065,60.451347023378766,120.2626178046294,0.107421596358951,0.0,36206395970.65041,23852.64303839417,35866160925.25805,9.0,0.6,0.6,2.3,3.5,64.0,1555000.0,,,,,,,7.99595737,2.5,4.580145809548638,43.084706364941546,1059300000.0,7.963112742280079,12.0,1.4201971624414,200.4167065,21.81625590794229,116.0,5.72064891425574,100.0,1.41778,2633.11438,86.575911095255,4.83,2.3519,,,19788133329.978096,6736000.0
Solomon Islands,SLB,2005,90.53018935334048,17.832,4.827297014124754,62.0405158996582,49.6931991577148,0.844307573,0.783419975725511,0.0,0.006852783015642,60.390175438596486,0.006852783015642,29.10052910052909,36.34085213032581,65.44138123085492,10.3823970771926,0.009537952814387,476898763.5957981,1723.067399741867,478519010.8766385,,3.3,2.7,5.3,6.7,389.0,9399.99961853027,19999.9995529652,14159999.8474121,,,,195100004.25204632,9.0159359,12.5,4.607662933409958,33.71751778587001,-16456222.5141505,0.7235304882979584,135.5,,201.1163043,,,7.45352186375445,100.0,,,1.45047357962375,1.4,0.1894,,,1478214559.3869731,
Somalia,SOM,2005,11.367440303503685,36.311,5.249031206290898,32.6066398620605,93.3041000366211,1.077327839,,,,,,,,,,,,,,,24.8,12.9,22.8,31.3,49274.0,,36950000.76293951,,5139999.8664856,10670000.0762939,31319999.6948242,202420000.6686152,,58.2,,,,0.0555190958887535,,,182.5126097,,,41.8997731801144,100.0,,,,,,,,,
South Africa,ZAF,2005,14.50518098409846,59.536,2.1539801080896965,85.9780044555664,10.9924001693726,7.48854253,3.83131962954355,1.63099035131334,0.566048778816572,39.44009274367325,2.3816217094541727,23.599764491543613,23.82801690548929,47.4277813970329,0.646309619491714,0.889626311906987,288868489078.9867,10785.083312662571,283926907458.36804,9.0,7.8,5.1,10.2,27.7,53752.0,7518000.0,116779998.779297,16100000.381469702,36990001.6784668,70260002.1362305,14390000.3433228,638910012.1818489,7.68997431,3.4,7.002016448177178,22.93891877625488,909414375.586361,7.887120032656236,8.6,1.38376969035915,209.8141101,190.1593045857624,348.0,10.1865707585935,100.0,0.86315,361.3785,24.6083446280216,2.8,,,,830575872029.0084,
South Sudan,SSD,2005,,17.154,5.141487383088847,,0.0,,,,,,,,,,,,,,,,19.8,11.0,19.7,27.5,26020.0,,,,,,,,,,,,,0.0,,,,,,,100.0,,,,,,,,,
Spain,ESP,2005,35.70425173816346,77.263,2.0017576170627143,100.0,7.29309988021851,47.88,0.722063165216254,0.0020605943778335,0.0018239078421697,41.744211021214056,0.0038845022200033,24.979269040941084,29.783028542406,54.762297583347085,0.0178399924382668,0.0024327292088041,1153285660987.4392,27606.934051626933,1137362268374.5803,10.0,0.6,0.7,1.9,2.4,1802.0,92563000.0,,,,,,,7.73195314,2.5,,,45076471035.6273,8.029202013004559,16.5,1.38717775355122,185.4078621,83.23266493906878,,4.07854540469411,74.1582474024899,1.09956,2492.55988,148.554595309741,3.34,3.5159,,,274626599612.59256,
Sri Lanka,LKA,2005,34.04592568968267,18.303,0.7234295917259731,92.0329055786133,60.0808982849121,1.792046794,1.16631431939086,0.0,0.0,62.20245011582766,0.0611775398060663,32.33687298748931,41.26709997056403,73.60397295805335,0.122258992200146,0.0,24405791044.77612,5670.95512893446,24106796019.900497,9.0,1.8,1.9,3.9,6.2,4409.0,669000.0,59139999.3896484,312910003.66210896,75230003.3569336,13720000.2670288,66410003.662109405,876040009.2229244,4.00972462,14.7,5.4840413111282125,18.376944912287698,38400000.0,0.7152728873509668,50.0,2.6395333951407,140.6357662,23.437019474213365,239.0,2.98024486810345,100.0,,,,,0.5218,,,1146666472788.7864,727000.0
St. Kitts and Nevis,KNA,2005,42.30769230769231,32.028,0.6954688992001206,99.4782867431641,25.5834007263184,34.0,0.898482275407278,0.0,0.0,44.5903414667163,,,,,0.0,0.0,547203703.7037036,20019.98674533821,512065370.3703703,12.0,1.6,1.8,5.9,7.5,12.0,365000.0,-699999.988079071,709999.978542328,,,,2059999.994933607,4.72803879,,,36.675809650789645,0.0,4.695637326047981,26.8,,107.3826531,,,3.18390972576634,,,,82.6163678391334,5.7,,,,,
St. Lucia,LCA,2005,34.24590163934426,23.085,-3.4624103356752083,95.0122680664063,18.4351997375488,21.56758295,0.853157172939226,0.0,0.0,48.43444227005871,0.0,,,,0.0083732251519694,0.0,1135555555.5555556,10749.900759060292,998647259.2592592,10.0,1.9,1.6,3.5,6.3,38.0,720000.0,,1309999.94277954,9999.99977648258,159999.99642372102,,6709999.8537451,4.8572278,,,28.864491140385766,0.0,2.325467541368844,27.9,,136.8380282,,,3.14419744325568,100.0,,,29.6502122108045,3.0,0.508,,,,
St. Vincent and the Grenadines,VCT,2005,73.17948717948717,47.032,0.8926875120930067,89.511116027832,5.81090021133423,9.198278082,0.980955484025206,0.0,0.0,50.841644417843,0.0,,,,0.0138315507209924,0.0,550729629.6296296,8593.567050039908,521127407.40740734,12.0,1.9,2.2,3.4,6.5,37.0,256000.0,-100000.001490116,3200000.04768372,,159999.99642372102,,6070000.08039177,4.03522491,7.9,,27.5484740543088,222.222222222222,2.301665485145051,35.7,,147.5055215,,,3.29293114586624,100.0,,,20.6180253086261,4.5,,,,,
Sudan,SDN,2005,,32.76,2.5664784940228005,67.0419540405273,72.2759017944336,1.292040678,1.01571438406806,17.1993722797467,0.020495915135179,32.91730231489384,,14.6140648256708,21.4127695588256,36.026834384496404,0.0,0.0269074993824182,35182105414.39185,3437.78805669938,33836325397.15118,6.0,9.7,5.0,14.3,20.6,66233.0,246000.0,759039978.027344,2109999.89509583,44889999.3896484,196460006.7138669,98690002.44140632,1685819996.489212,4.09418106,18.9,8.954229381311912,5.5858014087422765,0.0,0.3250454918290478,89.5,4.39231199033622,435.1645521,,,5.92419867316821,100.0,0.29844,,0.0,0.72,,,,5454620916.352294,
Suriname,SUR,2005,98.20746794871796,66.682,1.0819434224877411,97.6686477661133,18.8787994384766,6.403086288,2.11422544398244,5.76586308231877,3.09549711953192,114.14145539906104,8.86136020185069,,,,0.33211733354809,6.2266512625927,1793388732.2912471,10405.678666381293,1752988724.969799,6.0,1.8,2.0,4.5,8.5,258.0,,860000.014305115,200000.002980232,59999.9986588955,,,39530000.813305415,5.61497545,9.7,6.0880829015544045,55.7621865314173,,3.383647572082705,161.0,,199.435922,,,4.33426746702244,100.0,,,19.8227611940298,,,,,,
Sweden,SWE,2005,68.5236633036019,84.319,0.4723203079765316,100.0,40.2178001403809,84.83,0.301339303160877,0.0,0.0647778393167272,61.868385696764165,0.0946982367957456,45.01548061553998,38.73599707957975,83.75147769511972,0.272523702487436,0.159568476383172,392218088878.77856,34244.46501562566,397558978201.8172,9.0,0.5,0.6,1.6,2.6,301.0,4883000.0,,,,,,,8.1508379,2.5,7.432835625242941,46.35328246442167,38277389482.455,5.560617934050474,0.7,1.41588836866932,153.6411663,,,5.80596463284427,3.99581018561098,3.35958,6085.10832,37.7312294843144,2.93,3.4509,,,1413461328745.756,
Switzerland,CHE,2005,30.756870286957845,73.478,0.6759925011869559,100.0,18.7294998168945,70.1,0.217375395060843,0.0,0.0,61.23102925082278,0.0,53.55667916757289,46.90404595253781,100.46072512011072,0.0146202457573145,0.0,420544947799.55023,41749.21644572371,454130562158.6893,11.0,0.5,0.6,1.8,2.5,315.0,7229000.0,,,,,,,10.004179,2.5,5.595351335564492,64.68242199049844,54033813133.4678,6.1650250130595,9.0,0.852623305168009,153.3836017,223.2098292730944,284.0,2.85974756306994,93.5750613398087,,,89.1793141898713,5.54,4.2824,,,281735537932.90576,
Syrian Arab Republic,SYR,2005,2.517186904178242,53.782,3.6287846208606647,99.6521835327148,2.11139988899231,5.648106049,4.20401921679698,21.1296531782821,0.0,14.58229611839319,21.1296531782821,41.04237944077354,39.09062304588705,80.13300248666059,0.003560392083349,0.0,134203830734.9666,,122682583518.93095,9.0,2.4,1.9,2.7,2.9,9479.0,5859000.0,360000.01430511504,-45319999.6948242,12880000.1144409,150000.005960464,1490000.00953674,38840000.22709377,4.10969782,,5.260787316457977,14.20093259855871,0.0,3.028128151690485,34.5,5.02641990387935,284.6916199,,,8.45143950950799,100.0,,,0.0,1.28,1.5384,,,553139353836.801,4564000.0
Tajikistan,TJK,2005,2.929408402400686,26.51,1.8947176585086127,99.7,63.731201171875,0.298690024,2.13281267740325,0.0654269641235586,0.191334182786926,96.82884300502316,0.2567611469104846,54.24194488385646,72.75275441955985,126.99469930341633,0.0410767270376818,0.309365930350522,2312327536.4178915,1705.067529021292,2660496406.3402424,9.0,1.6,1.5,2.5,3.8,9329.0,,56430000.3051758,9930000.30517578,8329999.923706049,4400000.09536743,1970000.02861023,141069999.66502196,5.21024704,,,20.319757575101725,0.0,0.3608609878046661,85.1,,197.037037,,,8.3747682614267,100.0,0.0957,,0.641687895841221,5.87,1.9548,,,2034080843.0478733,
Tanzania,TZA,2005,58.48951230526078,24.845,5.359147959902007,40.4559631347656,89.9336013793945,1.1,0.708744253781744,0.0410252607431998,0.567395148974411,26.99052979801137,0.6084204097176108,16.98336705620608,19.975906232661465,36.95927328886754,4.13114062998119,0.778021360693224,18399046025.26879,1627.47038455021,18043978557.829147,7.0,11.3,5.0,11.0,12.9,91897.0,613000.0,93690002.44140632,36110000.6103516,49880001.0681152,220350006.103516,60299999.237060495,1026210005.1976744,6.32282591,31.6,13.72210406340588,23.63352883983677,0.0,0.1477230763445082,302.7,0.8239413001632929,215.7543058,,,10.3614550868478,100.0,,,,,,,,9317493998048.15,
Thailand,THA,2005,38.23817260075554,37.411,4.021712774345031,99.4493408203125,20.2548999786377,15.02600436,2.92301382036315,1.8149792017418,0.0144977864951986,121.0203650866758,2.200505497753957,68.40271690088701,69.45114993136042,137.85386683224743,0.439999830675566,0.0231047417096993,189318549680.38367,10256.3348319773,180829261985.92245,9.0,3.0,3.0,7.3,9.2,12466.0,11567000.0,20719999.3133545,-313890014.64843804,9210000.03814697,289999.99165535,11590000.1525879,-190470014.36725307,3.15972233,11.9,3.705981303173676,26.02490608763452,551435496.1,3.3036164794008407,17.3,1.04822946909485,190.8447857,65.43730670298727,504.0,5.49696168267545,100.0,0.21889,313.4698,30.6534256193579,2.1,,,,4793805618075.841,3047000.0
Timor-Leste,TLS,2005,63.35574983187626,26.041,3.642338522027026,77.6000747680664,43.6063003540039,0.099031768,0.483985923563245,,0.0,25.30913923833768,,7.136225468521921,67.53968775876973,74.67591322729164,0.359864404596137,0.0,462283600.0,1366.5598446608544,845008060.2575669,6.0,8.4,5.5,5.4,6.6,2329.0,,19899999.6185303,33409999.847412106,4789999.96185303,1090000.0333786,9079999.92370605,170399998.52329502,5.28044796,32.2,,,,0.2110277049229749,125.4,0.444864864864865,,,,2.81705944087622,100.0,,,,,,,,43801031.56666877,
Togo,TGO,2005,23.049586321014893,35.185,3.91619037765458,57.355525970459,77.2266998291016,1.8,1.38500240472338,0.0,0.582143432238283,75.389564987518,6.171020064082513,35.558066090241255,51.21723523626874,86.77530132651,6.00777254696317,0.810815930256269,2281482855.465176,1007.66061443953,2246240173.698513,10.0,14.6,6.8,12.2,13.3,14362.0,81000.0,2980000.01907349,759999.990463257,8350000.38146973,850000.023841858,959999.978542328,66909999.931231126,3.30243444,27.7,3.594067911101253,9.606902692677815,4103301.44244235,0.311851627054679,218.3,1.45744020230587,188.5689792,,,14.8019433128626,100.0,,33.14539,,0.9,,,,537201468187.223,
Tonga,TON,2005,12.430555555555555,23.155,0.8121915685340326,96.9248046875,2.1703999042511,4.907782762,1.01133412206867,0.0,0.0,50.03865464112865,0.0,17.843210942406653,56.86636687560339,74.70957781801005,0.0235111997193969,0.0,261797606.14971885,4311.698529250903,261160914.2031677,6.0,2.6,1.8,4.5,5.4,36.0,60000.0,740000.009536743,11239999.7711182,-1039999.96185303,,,27559999.685734536,4.51536036,,10.63303240713836,26.827215757443007,4580451.252,1.2883022158798112,11.7,,173.8127984,,,3.29242976598635,100.0,,,22.452809006784,,,,,,
Trinidad and Tobago,TTO,2005,45.71734892787524,54.967,0.152084449507818,99.8584442138672,0.544000029563904,28.97671243,5.83585168591628,13.0630652087984,0.0,97.83333536249472,13.0630652087984,,,,0.0120071875936919,0.0,15982282462.378565,23485.530491397138,15189282462.378565,6.0,1.5,1.8,5.0,8.6,447.0,529000.0,519999.980926514,1970000.02861023,379999.995231628,109999.999403954,,-3749999.8640268985,4.43451166,11.1,3.7413660782808895,26.2027175908924,341000000.0,15.17165099495024,1.3,0.604538000333575,172.1254232,,,19.8921864761948,100.0,0.11431,,,2.6,,,,,
Tunisia,TUN,2005,4.361740473738414,65.237,1.2804890644113591,99.67,14.1789999008179,9.655086542,1.71869210563691,3.7639519739178,0.0184633636215879,73.34612357001267,3.849653442097755,44.93229203983664,45.31895584055791,90.25124788039454,0.0906036817483545,0.0471794864486181,32273007553.568672,8156.644973574937,30610220440.88176,9.0,2.1,1.9,2.8,3.8,3110.0,6378000.0,-15140000.3433228,51099998.4741211,29030000.6866455,21229999.5422363,29999.999329447703,364819994.4943192,5.3973608,4.3,3.074631644253367,21.22210025612877,12332071.87,2.2895526150866283,10.1,1.4516014162102802,153.8132903,,45.0,3.89571224170213,100.0,0.71195,,9.68079664590275,1.76,0.9322,,,25981308648.874603,2241000.0
Turkey,TUR,2005,26.78652729233528,67.84,2.2338048621997264,,15.3388004302979,15.46,1.10104148968337,0.079512483026726,0.0144517647943945,37.57591880037337,0.0939642478211205,21.87626755979346,24.266089492252945,46.14235705204641,0.0516568055784775,0.040269016598611,506308311476.63,12003.847930977752,500938380098.2435,8.0,3.9,2.3,3.6,3.4,29157.0,21125000.0,-14500000.0,-62259998.3215332,-33560001.373291,-1070000.05245209,1149999.97615814,382720010.170713,4.89389706,2.5,2.887475181328255,20.276150627615063,1064000000.0,3.460942881836318,28.7,2.40937050592188,214.2532127,31.60074531136452,257.0,3.42958722721712,100.0,0.56931,576.39149,30.5735564539493,2.5,1.4852,,,217743429538.8321,8246000.0
Turkmenistan,TKM,2005,8.782159044964144,47.052,1.5952441879367656,99.6216735839844,0.0740000009536743,0.997256559,14.8926863063646,38.6387937705894,0.0,97.3728458652931,38.6387937705894,30.686971614131348,23.28537036000224,53.97234197413359,0.000442779402949,0.0,8103901996.370235,5829.428180759305,7541355716.878403,9.0,3.0,2.7,5.6,8.9,4796.0,,9609999.65667725,129999.995231628,1159999.9666214,50000.0007450581,19999.9995529652,12859999.64922667,9.55530357,4.2,,,,10.171091385867989,,,165.0055991,,,25.9957541814108,100.0,,,,4.4,2.5038,,,5481000000.0,33000.0
Turks and Caicos Islands,TCA,2005,11.073684210526316,87.745,6.000049907393897,99.7438507080078,0.543500006198883,,,,,,,,,,0.0013448163352922,0.0,578645760.0,,,13.0,,,,,,,,,,1889999.98569489,,4550000.07152558,,,,,,,,,204.2911952,,,,,,,,,,,,,
Tuvalu,TUV,2005,33.33333333333333,49.699,3.3360302208921744,96.8334503173828,0.0,,0.683409574800155,0.0,0.0,59.52626554725281,,,,,0.0,0.0,21839098.89270714,2570.644853109048,37400840.015273005,,4.2,3.2,6.0,7.7,8.0,1100.00002384186,,1039999.96185303,,,,8789999.939501297,11.35907459,,22.75793236057176,27.16548698104407,,1.0003000900270085,,,,,,4.23556491248494,,,,,,,,,,2200.00004768372
Uganda,UGA,2005,14.797482608478054,16.96,5.875258887619967,49.0,94.1128005981445,1.742205503,0.562486005320417,0.0,0.0266723448536889,31.030751765575022,13.074091180027988,14.179699980210785,24.8145855046671,38.994285484877885,13.7746985960464,0.0359786652933842,9239221858.558388,1510.6655465977858,8967082098.880451,,13.0,7.7,14.2,19.9,83806.0,468000.0,228820007.32421905,14439999.5803833,51380001.0681152,55630001.0681152,45529998.779296905,775650008.7659808,5.80522776,,7.857595449764652,12.938314674373292,,0.0805502266784518,99.2,1.68432268847927,133.7328776,,,10.7498338102832,100.0,0.21514,,1.57882933393137,1.0,0.1214,,,5468251401136.097,189000.0
Ukraine,UKR,2005,16.44689150471193,67.79,-0.4476946162815549,99.94476663905,1.2661999464035,3.749764415,9.11853464811817,1.06079455542015,0.0765638295573062,78.84860674574973,1.1373583849774562,47.72973268463347,46.91783742415132,94.6475701087848,0.237543026671455,1.21533942308236,89239370109.46983,7210.60349505145,85158350732.72581,11.0,1.7,1.7,3.8,7.5,5369.0,20489000.0,99430000.3051758,2529999.97138977,53159999.8474121,10760000.2288818,219999.998807907,356229999.99672127,6.3461585,2.5,7.336956521739131,30.904290429042906,275000000.0,6.271286012314869,13.4,1.9650043652818,258.9302092,,,17.4810191956401,100.0,1.03197,,28.159865083289,8.68,3.0181,,,1629591783265.8333,
United Arab Emirates,ARE,2005,4.412348634187553,82.262,12.49635706914508,100.0,0.105200000107288,40.0,1.46963844134691,6.11885706735555,0.0,111.80590796432676,6.11885706735555,67.58531138988411,51.96756025237031,119.55287164225442,0.0001085762806984,0.0,180617467964.6017,97671.62930207196,183503785187.2021,6.0,1.2,1.1,2.6,3.2,579.0,,,,,,,,2.32019687,8.8,,,3750300000.0,25.34315035323051,15.8,3.65647067832081,241.8074287,,55.0,4.38842605501005,100.0,,,42.0638623380034,2.19,1.5193,,,658438954140.0994,
United Kingdom,GBR,2005,12.427148348695903,79.915,1.0451336765154104,100.0,1.35210001468658,70.0,0.491088722921196,0.748739382656428,1.28992247873278e-06,35.97007764765057,0.7487406725789068,25.057299793663585,27.40530530358888,52.46260509725247,0.0036322510919419,4.92832546589746e-06,2544829090909.091,32747.35400984118,2578605454545.454,11.0,0.5,0.6,1.9,2.6,3676.0,29970000.0,,,,,,,8.44144344,2.5,,36.50764544146586,159910443047.889,8.950152419142096,0.7,2.43420322804432,147.9480103,120.1724088633207,2757.0,4.18819530567367,88.6541863617548,1.55279,4123.53188,117.648614233714,3.72,4.8134,,,403648305577.23553,66494000.0
United States,USA,2005,33.41308372044288,79.928,1.135884591134559,100.0,5.84119987487793,67.96805292,1.02143909663831,0.773696799609185,0.0164622661549475,20.20296605208994,0.7901590657641325,9.98401410974582,15.659571515229272,25.643585624975096,0.0579177756370924,0.0256104947466927,13036640230000.0,44114.74778105442,13166516000000.0,12.0,0.7,0.9,3.2,4.9,27762.0,71484000.0,,,,,,,14.60504532,2.5,4.914934590544127,34.79383259347515,52591000000.0,19.47802600421779,,4.09003487632585,137.5927896,130.40832737623228,5145.0,6.60173784003223,44.220561764174,2.51697,3742.51961,169.368738887342,3.2,,,,1403158678934.715,79215000.0
Uruguay,URY,2005,8.856987772825962,93.319,0.2680152257428491,99.1841506958008,41.3237991333008,20.08818956,0.795768944502852,0.0,0.0947014780656235,42.049529708402325,0.1404572184115186,30.40401982023989,28.47367650533756,58.877696325577446,0.674442813999185,0.1275808447536,17362857683.85447,11580.385676068092,16862995829.009829,9.0,1.1,1.3,3.1,4.1,631.0,1917000.0,-1539999.96185303,2220000.02861023,649999.976158142,,,12310000.086203206,7.75686073,3.9,7.053453043901212,24.315023542576068,15486158.7116376,1.6286355676547557,43.9,2.00038586601038,111.9222113,,,2.86914391653231,77.4844165887647,,,,2.4,,,,218936445513.40707,658000.0
